numero habitantes,Zona_Entorno,Region,consumo kwh mensual,Aislamiento_Termico,Material_Vivienda,Uso_Calentador,Tiene_AC,Indice_Eficiencia_Energetica,Horas_Ocupacion_dia,Temp_Promedio_Celsius,area construccion metros cuadrados,gasto usd mensual
4,Residencial,Sierra,307.3,Malo,Madera,Si,Si,54,7,26.6,94.3,35.91
3,Residencial,Costa,234.9,Malo,Madera,No,No,42,21,32.8,95.9,29.83
5,Residencial,Sierra,196.2,Bueno,Madera,No,No,45,17,26.8,94.2,29.1
4,Comercial,Costa,312.2,Regular,Madera,Si,No,53,9,18.8,59.1,34.05
5,Comercial,Sierra,190.7,Bueno,Madera,Si,Si,94,19,18.8,121.5,24.47
7,Residencial,Oriente,343.9,Bueno,Mixto,No,Si,77,21,31.2,140.7,43.43
4,Residencial,Oriente,206.6,Regular,Mixto,Si,No,72,4,30.6,155.2,25.45
7,Residencial,Sierra,306.9,Malo,Mixto,No,No,91,11,23.2,112.9,34.74
6,Comercial,Oriente,331.0,Malo,Madera,Si,No,77,4,27.3,65.3,41.92
4,Comercial,Oriente,251.6,Bueno,Mixto,Si,Si,47,4,25.3,157.0,30.71
6,Comercial,Oriente,360.4,Bueno,Mixto,No,Si,65,22,32.5,149.8,50.68
4,Residencial,Costa,381.8,Bueno,Mixto,No,Si,54,13,32.2,67.1,44.25
6,Comercial,Oriente,207.3,Bueno,Mixto,Si,No,53,21,32.8,96.5,29.09
5,Residencial,Costa,247.4,Regular,Hormigon,No,Si,87,15,31.0,134.6,32.82
4,Residencial,Sierra,241.8,Bueno,Madera,Si,Si,59,20,31.6,116.8,39.89
3,Residencial,Oriente,183.0,Bueno,Madera,No,No,94,4,21.3,50.0,21.45
3,Comercial,Oriente,138.6,Malo,Hormigon,Si,Si,87,11,30.5,122.4,20.98
4,Residencial,Oriente,290.0,Malo,Mixto,Si,No,98,13,28.6,112.0,31.32
6,Comercial,Sierra,184.8,Malo,Mixto,Si,Si,58,13,32.4,120.5,27.84
5,Comercial,Costa,280.5,Regular,Mixto,No,No,95,21,26.6,117.8,37.21
2,Residencial,Costa,192.7,Regular,Madera,Si,Si,72,12,19.3,102.8,21.88
4,Residencial,Oriente,244.4,Malo,Madera,Si,No,75,5,27.0,118.0,31.49
1,Comercial,Sierra,220.9,Malo,Madera,Si,Si,63,6,28.3,139.0,26.05
3,Residencial,Sierra,200.1,Bueno,Madera,Si,No,49,5,21.3,77.1,24.72
6,Comercial,Sierra,258.3,Bueno,Madera,No,No,91,9,23.9,98.7,29.24
3,Residencial,Sierra,285.0,Regular,Hormigon,No,Si,89,15,27.0,123.7,35.56
6,Comercial,Sierra,254.2,Regular,Madera,Si,Si,73,22,23.6,99.8,29.11
2,Comercial,Costa,257.0,Bueno,Mixto,Si,No,75,18,23.6,103.6,30.96
4,Comercial,Costa,279.9,Malo,Madera,No,Si,86,22,20.0,71.2,35.57
4,Comercial,Costa,172.3,Bueno,Hormigon,Si,No,75,15,32.1,100.4,24.87
5,Residencial,Oriente,212.7,Regular,Mixto,No,No,55,21,29.3,142.8,29.21
5,Residencial,Sierra,183.6,Regular,Hormigon,Si,Si,54,19,18.0,102.4,29.37
2,Comercial,Oriente,93.9,Bueno,Mixto,No,Si,57,5,29.5,117.7,15.59
4,Comercial,Sierra,172.8,Bueno,Madera,Si,Si,46,14,29.1,147.1,25.14
7,Residencial,Costa,328.3,Bueno,Hormigon,No,No,86,15,18.1,111.4,37.68
3,Residencial,Oriente,112.6,Regular,Mixto,No,No,61,8,23.5,105.5,14.05
4,Residencial,Costa,269.1,Malo,Madera,No,Si,71,9,27.1,124.3,45.76
5,Residencial,Sierra,293.4,Bueno,Mixto,Si,No,82,14,24.8,80.6,32.51
2,Residencial,Sierra,282.4,Regular,Hormigon,No,No,58,13,29.7,104.0,38.13
4,Residencial,Sierra,209.3,Regular,Hormigon,No,Si,79,7,24.4,101.2,30.59
2,Comercial,Costa,219.6,Regular,Hormigon,Si,No,95,12,20.3,106.3,27.48
5,Residencial,Sierra,252.5,Bueno,Hormigon,Si,No,40,15,32.6,132.0,35.08
5,Residencial,Costa,236.3,Bueno,Madera,Si,No,74,13,21.6,50.0,28.36
5,Comercial,Oriente,146.6,Malo,Mixto,Si,Si,44,17,28.8,144.4,24.64
3,Residencial,Sierra,152.9,Regular,Madera,No,Si,89,8,20.1,85.6,20.72
4,Residencial,Sierra,153.8,Bueno,Hormigon,Si,No,51,4,22.9,89.7,27.44
1,Residencial,Sierra,270.7,Regular,Mixto,Si,Si,51,8,24.6,82.0,31.45
4,Residencial,Oriente,235.8,Regular,Hormigon,Si,No,60,19,20.9,101.3,30.92
5,Residencial,Sierra,336.5,Malo,Madera,Si,Si,98,8,24.7,141.6,40.31
4,Comercial,Costa,334.4,Bueno,Madera,Si,No,97,8,20.4,87.5,39.69
4,Residencial,Costa,177.3,Bueno,Madera,Si,No,58,21,26.4,74.8,26.39
5,Comercial,Sierra,311.9,Regular,Mixto,Si,No,48,9,28.0,124.6,40.3
4,Comercial,Sierra,157.7,Regular,Mixto,No,No,82,21,18.9,145.1,22.3
2,Residencial,Oriente,121.4,Malo,Hormigon,No,Si,88,13,31.1,117.7,17.81
2,Comercial,Oriente,358.0,Malo,Mixto,No,No,87,18,20.8,116.0,40.07
3,Residencial,Oriente,275.5,Malo,Mixto,No,No,75,14,21.4,73.1,42.87
5,Comercial,Sierra,260.4,Malo,Madera,No,Si,81,22,27.9,115.9,38.2
5,Comercial,Oriente,260.0,Malo,Hormigon,Si,Si,93,16,25.0,80.6,33.76
5,Residencial,Oriente,224.7,Malo,Madera,Si,No,86,23,25.5,96.9,26.45
3,Residencial,Costa,251.6,Regular,Hormigon,Si,No,96,6,19.9,166.0,28.33
2,Residencial,Oriente,147.6,Malo,Hormigon,Si,Si,90,19,30.1,117.3,18.28
4,Residencial,Costa,281.8,Regular,Mixto,No,No,71,10,27.3,93.1,33.64
3,Residencial,Costa,214.8,Regular,Madera,No,No,74,15,20.0,112.7,29.49
5,Comercial,Oriente,196.3,Bueno,Mixto,Si,No,70,18,23.6,149.9,25.82
3,Comercial,Costa,224.8,Regular,Mixto,Si,No,99,11,30.2,94.0,30.8
3,Comercial,Sierra,275.2,Regular,Mixto,No,No,92,20,26.5,118.4,34.08
5,Comercial,Sierra,281.5,Malo,Hormigon,No,No,94,4,19.6,73.0,33.76
5,Comercial,Oriente,179.7,Regular,Madera,No,No,71,11,23.6,90.9,20.0
3,Comercial,Sierra,158.7,Malo,Madera,Si,No,76,17,21.6,103.9,19.32
4,Comercial,Costa,261.5,Malo,Mixto,Si,No,71,13,25.8,110.9,29.59
7,Residencial,Sierra,373.4,Malo,Hormigon,No,Si,82,22,30.7,124.8,46.02
6,Residencial,Oriente,198.4,Bueno,Madera,No,Si,95,11,24.5,101.7,22.5
3,Comercial,Oriente,111.3,Malo,Madera,Si,Si,76,22,24.5,108.5,19.34
5,Comercial,Costa,303.4,Regular,Mixto,Si,No,78,7,31.6,89.6,46.01
1,Residencial,Oriente,83.8,Malo,Hormigon,Si,No,77,13,26.6,50.0,22.24
2,Residencial,Sierra,227.3,Malo,Mixto,Si,No,69,6,26.5,71.6,28.35
2,Residencial,Oriente,243.7,Malo,Madera,No,Si,97,7,21.9,95.1,43.39
4,Residencial,Costa,273.8,Bueno,Hormigon,No,Si,71,19,27.1,79.8,40.11
2,Comercial,Oriente,105.0,Regular,Mixto,No,No,84,7,26.6,133.9,24.87
4,Residencial,Sierra,284.5,Bueno,Madera,Si,Si,41,23,24.0,137.7,36.42
4,Comercial,Costa,276.2,Regular,Mixto,Si,Si,90,23,32.9,107.6,35.72
2,Comercial,Sierra,98.9,Bueno,Mixto,Si,No,50,16,31.2,112.6,14.46
6,Comercial,Costa,223.1,Regular,Mixto,No,No,98,20,29.2,121.3,31.06
7,Residencial,Oriente,359.0,Bueno,Hormigon,No,Si,59,19,26.1,83.2,42.05
3,Residencial,Costa,248.7,Malo,Madera,No,No,76,20,24.9,115.3,27.77
3,Comercial,Costa,287.3,Bueno,Madera,Si,Si,48,9,20.8,132.1,34.07
4,Comercial,Oriente,196.5,Bueno,Madera,Si,Si,77,6,22.6,98.0,23.94
4,Comercial,Sierra,251.2,Malo,Madera,No,Si,88,23,29.6,146.6,34.72
4,Residencial,Oriente,175.5,Malo,Hormigon,Si,No,58,7,24.8,134.6,25.07
5,Comercial,Costa,262.3,Regular,Mixto,No,Si,94,11,31.2,117.5,29.26
3,Residencial,Oriente,130.9,Regular,Madera,No,Si,79,23,20.2,87.1,22.41
1,Comercial,Costa,127.8,Regular,Hormigon,No,No,46,12,25.6,112.0,15.64
3,Comercial,Oriente,206.4,Bueno,Mixto,No,No,44,4,27.7,101.5,27.94
6,Comercial,Oriente,225.5,Regular,Hormigon,Si,Si,86,16,25.8,50.4,29.28
6,Residencial,Sierra,283.7,Bueno,Hormigon,Si,No,81,5,31.3,91.5,39.31
3,Residencial,Costa,311.1,Bueno,Madera,Si,No,63,13,32.8,112.1,38.45
2,Comercial,Sierra,177.4,Regular,Madera,Si,Si,87,22,19.7,90.8,24.16
3,Residencial,Costa,152.3,Regular,Mixto,Si,No,80,20,19.9,99.8,18.95
4,Comercial,Oriente,293.4,Bueno,Mixto,Si,Si,46,16,20.0,82.6,33.56
5,Residencial,Costa,151.5,Malo,Madera,No,No,50,17,28.2,115.2,19.93
3,Residencial,Sierra,221.2,Malo,Hormigon,Si,No,48,14,23.6,84.1,28.56
7,Residencial,Sierra,362.7,Bueno,Madera,Si,Si,88,13,29.0,115.1,39.29
3,Comercial,Sierra,259.0,Regular,Mixto,Si,Si,69,10,24.1,102.5,29.62
5,Residencial,Costa,145.9,Bueno,Hormigon,No,No,80,13,27.4,53.5,21.73
2,Residencial,Sierra,173.2,Bueno,Hormigon,Si,No,42,4,29.5,58.1,24.56
2,Comercial,Sierra,144.9,Regular,Hormigon,No,No,61,17,26.2,111.6,23.02
3,Comercial,Sierra,239.4,Malo,Madera,Si,Si,79,6,26.1,112.8,44.17
1,Comercial,Oriente,253.3,Bueno,Madera,Si,No,90,16,19.3,143.1,31.47
6,Comercial,Oriente,290.4,Malo,Mixto,Si,Si,59,5,24.2,124.2,43.2
6,Residencial,Costa,213.9,Malo,Hormigon,No,No,71,20,26.2,129.6,35.44
3,Residencial,Costa,219.9,Regular,Hormigon,No,No,87,6,24.9,117.7,25.51
3,Residencial,Sierra,265.1,Bueno,Madera,Si,No,46,18,31.5,155.4,34.19
3,Residencial,Oriente,236.5,Bueno,Mixto,Si,No,99,11,31.6,91.5,30.41
5,Residencial,Sierra,292.6,Malo,Mixto,Si,No,46,9,30.3,124.9,31.51
2,Comercial,Sierra,66.1,Malo,Hormigon,No,Si,59,12,23.6,104.3,10.95
2,Residencial,Oriente,154.0,Regular,Madera,No,Si,64,14,28.8,88.4,23.69
2,Residencial,Oriente,155.9,Malo,Hormigon,Si,Si,84,5,23.9,88.0,22.39
5,Residencial,Oriente,322.5,Regular,Madera,No,No,74,12,21.5,120.0,36.7
4,Comercial,Costa,337.7,Bueno,Mixto,No,Si,83,21,23.1,138.4,37.58
2,Comercial,Costa,141.8,Regular,Hormigon,No,Si,63,22,19.1,103.6,16.5
2,Residencial,Sierra,267.8,Malo,Hormigon,No,No,79,21,23.0,68.7,32.06
4,Comercial,Costa,276.5,Bueno,Hormigon,Si,No,52,8,24.9,141.0,45.8
6,Comercial,Oriente,256.1,Regular,Mixto,Si,Si,91,21,32.3,107.0,37.97
4,Comercial,Oriente,308.8,Bueno,Hormigon,No,Si,87,15,22.7,104.4,55.41
4,Comercial,Costa,238.8,Regular,Mixto,No,Si,78,7,31.5,83.1,26.77
4,Comercial,Sierra,233.3,Malo,Madera,No,Si,43,18,21.4,104.6,32.87
4,Comercial,Sierra,152.2,Malo,Mixto,Si,Si,51,14,20.9,126.4,22.43
7,Comercial,Costa,275.1,Bueno,Madera,Si,Si,56,22,25.8,135.2,37.17
7,Residencial,Sierra,269.3,Bueno,Mixto,No,Si,40,8,28.1,94.4,29.32
3,Residencial,Sierra,125.9,Bueno,Mixto,No,No,56,9,18.7,92.4,22.29
1,Comercial,Sierra,134.0,Regular,Hormigon,No,Si,41,16,21.3,128.0,22.79
2,Residencial,Oriente,154.4,Malo,Mixto,No,No,45,13,24.8,124.6,21.09
5,Residencial,Oriente,240.4,Bueno,Hormigon,Si,No,83,17,23.0,124.1,29.24
5,Comercial,Costa,175.6,Bueno,Madera,Si,No,97,7,28.7,67.3,23.21
4,Residencial,Oriente,170.2,Bueno,Madera,Si,Si,50,23,25.7,78.7,23.41
2,Comercial,Sierra,165.6,Regular,Hormigon,Si,Si,92,15,20.4,106.7,22.8
5,Comercial,Oriente,271.2,Bueno,Madera,Si,No,82,18,31.4,51.1,34.15
2,Comercial,Costa,154.9,Bueno,Mixto,Si,Si,57,13,22.4,81.3,24.97
3,Residencial,Oriente,271.1,Regular,Hormigon,No,Si,79,14,29.0,50.0,30.9
4,Residencial,Sierra,231.0,Regular,Hormigon,No,No,64,12,29.7,124.7,35.1
5,Residencial,Sierra,269.5,Bueno,Hormigon,Si,Si,78,14,32.4,166.8,35.07
5,Residencial,Costa,220.2,Bueno,Madera,Si,No,67,5,25.5,143.5,36.55
3,Comercial,Oriente,240.2,Regular,Madera,Si,No,85,16,27.2,139.9,31.7
5,Comercial,Oriente,292.3,Malo,Mixto,No,No,55,11,23.0,115.8,36.45
4,Residencial,Oriente,323.6,Regular,Mixto,No,No,51,11,28.2,66.7,34.43
5,Comercial,Sierra,176.9,Malo,Hormigon,No,Si,80,4,25.0,71.5,26.73
3,Comercial,Costa,203.4,Bueno,Mixto,No,No,91,9,24.6,132.3,25.75
3,Residencial,Oriente,209.7,Bueno,Madera,Si,Si,68,16,30.8,95.5,26.73
3,Comercial,Sierra,239.9,Malo,Mixto,No,Si,62,12,18.8,136.8,30.51
4,Residencial,Sierra,167.7,Regular,Madera,Si,Si,60,9,31.2,107.0,21.74
4,Comercial,Sierra,234.7,Bueno,Mixto,No,Si,55,18,30.8,112.6,30.88
6,Residencial,Oriente,322.7,Malo,Madera,No,No,92,19,25.6,90.2,42.69
6,Comercial,Oriente,334.1,Regular,Madera,No,No,90,7,25.4,119.6,42.31
4,Comercial,Oriente,268.7,Malo,Mixto,No,No,87,20,23.4,101.5,45.61
3,Residencial,Oriente,136.1,Regular,Mixto,Si,No,80,12,32.9,92.3,23.58
4,Residencial,Oriente,238.4,Regular,Madera,Si,No,84,15,19.7,96.8,34.41
2,Residencial,Oriente,183.3,Regular,Hormigon,Si,Si,65,22,26.9,117.5,37.29
5,Residencial,Oriente,303.6,Regular,Mixto,Si,No,76,23,28.2,84.4,33.37
4,Comercial,Oriente,280.6,Malo,Madera,Si,Si,61,15,32.0,137.4,35.36
4,Comercial,Oriente,280.7,Malo,Mixto,Si,Si,90,9,29.7,80.8,39.86
5,Residencial,Sierra,250.2,Malo,Mixto,Si,No,49,15,27.7,110.9,35.53
4,Comercial,Oriente,213.7,Malo,Mixto,No,Si,46,12,19.8,101.9,30.9
3,Residencial,Costa,98.6,Malo,Mixto,Si,Si,48,23,23.6,86.7,19.68
3,Residencial,Sierra,114.2,Regular,Mixto,No,No,64,8,20.1,139.7,17.03
6,Comercial,Oriente,339.9,Bueno,Hormigon,Si,No,85,6,31.2,102.6,41.76
5,Comercial,Costa,185.8,Bueno,Hormigon,No,No,54,5,29.2,100.9,26.76
3,Residencial,Oriente,269.1,Malo,Hormigon,Si,Si,52,11,29.4,124.3,30.99
6,Residencial,Costa,181.9,Malo,Madera,No,No,81,13,27.8,96.1,21.79
3,Residencial,Costa,182.5,Bueno,Hormigon,Si,No,85,18,25.6,111.8,26.24
6,Comercial,Costa,278.2,Regular,Hormigon,Si,Si,65,12,20.2,100.9,31.38
3,Comercial,Costa,167.3,Malo,Madera,Si,No,60,13,22.9,125.4,31.57
2,Comercial,Sierra,266.9,Regular,Hormigon,Si,Si,62,14,20.1,134.3,32.08
4,Comercial,Sierra,233.6,Bueno,Mixto,No,Si,83,12,28.9,141.2,40.3
3,Residencial,Costa,131.0,Bueno,Hormigon,Si,No,67,17,20.4,73.7,20.15
7,Residencial,Oriente,425.2,Malo,Hormigon,Si,Si,90,8,28.5,78.2,46.08
5,Residencial,Costa,269.0,Regular,Hormigon,No,Si,77,12,28.4,78.4,36.55
1,Residencial,Sierra,99.0,Malo,Mixto,Si,No,51,7,24.9,119.0,14.78
1,Residencial,Oriente,183.1,Bueno,Mixto,No,No,63,5,20.0,95.8,24.67
3,Residencial,Sierra,172.3,Regular,Mixto,No,No,52,22,22.7,104.8,24.07
5,Comercial,Sierra,268.3,Malo,Mixto,Si,Si,79,4,22.8,83.8,36.03
2,Comercial,Oriente,144.6,Malo,Madera,Si,Si,87,4,28.5,108.0,18.58
6,Residencial,Costa,295.5,Malo,Mixto,No,No,41,15,19.7,119.3,44.7
2,Residencial,Costa,253.6,Bueno,Mixto,Si,No,93,14,30.4,78.2,27.95
2,Comercial,Costa,212.9,Malo,Mixto,No,No,78,4,29.4,94.6,26.66
3,Comercial,Costa,133.6,Regular,Mixto,Si,Si,51,17,20.8,103.2,16.03
6,Comercial,Oriente,182.8,Malo,Madera,Si,No,78,14,28.8,123.8,26.95
2,Comercial,Oriente,243.4,Bueno,Hormigon,No,Si,90,10,28.0,112.8,34.04
1,Residencial,Oriente,166.6,Malo,Hormigon,Si,No,53,5,29.2,90.2,24.31
2,Residencial,Sierra,168.7,Bueno,Mixto,Si,Si,69,18,20.8,98.8,29.65
3,Residencial,Oriente,259.5,Bueno,Mixto,Si,Si,80,11,20.4,157.6,31.14
3,Residencial,Costa,204.9,Regular,Mixto,No,No,89,23,21.5,110.1,23.52
3,Residencial,Sierra,194.5,Regular,Hormigon,Si,Si,82,18,23.5,74.2,26.39
3,Comercial,Costa,137.7,Malo,Hormigon,No,Si,87,11,29.9,142.6,20.61
2,Residencial,Costa,136.7,Bueno,Mixto,Si,No,58,13,29.1,123.4,22.82
5,Comercial,Oriente,238.2,Bueno,Hormigon,No,No,70,22,31.9,108.2,27.58
5,Residencial,Oriente,191.9,Regular,Madera,Si,Si,82,6,18.9,52.0,23.11
5,Residencial,Costa,362.4,Regular,Mixto,Si,Si,89,23,18.2,79.2,38.5
7,Residencial,Costa,376.1,Malo,Mixto,No,Si,82,17,28.5,132.4,48.85
4,Residencial,Sierra,361.5,Bueno,Madera,Si,No,64,12,22.2,126.5,39.92
4,Residencial,Oriente,273.4,Regular,Madera,No,Si,43,12,23.0,92.1,39.91
7,Comercial,Sierra,197.8,Malo,Hormigon,Si,Si,89,9,26.2,128.4,28.06
5,Comercial,Sierra,196.1,Bueno,Madera,No,No,90,11,19.5,108.9,29.14
2,Comercial,Sierra,183.6,Bueno,Mixto,Si,No,52,14,27.6,120.2,28.02
2,Residencial,Costa,163.6,Regular,Hormigon,No,No,75,11,22.9,144.9,29.41
6,Residencial,Sierra,212.6,Malo,Madera,Si,No,81,15,27.5,126.7,32.2
7,Comercial,Sierra,352.3,Regular,Hormigon,No,No,93,13,30.5,90.6,59.21
3,Residencial,Costa,256.7,Malo,Hormigon,No,Si,76,7,20.6,103.4,38.66
6,Residencial,Oriente,209.4,Bueno,Hormigon,Si,Si,42,19,32.0,104.5,27.23
3,Comercial,Oriente,166.3,Malo,Hormigon,No,Si,55,23,26.0,90.9,24.65
5,Residencial,Sierra,156.4,Malo,Madera,No,No,65,9,31.8,117.2,24.04
2,Comercial,Costa,261.3,Malo,Mixto,Si,No,79,12,21.1,64.8,35.52
4,Residencial,Oriente,314.9,Malo,Mixto,Si,No,95,8,27.1,75.8,42.57
2,Comercial,Sierra,317.7,Malo,Madera,Si,Si,78,9,24.1,62.8,38.98
5,Residencial,Sierra,198.9,Regular,Mixto,Si,No,58,20,29.6,133.0,26.01
5,Residencial,Costa,268.2,Malo,Hormigon,Si,No,85,20,27.1,123.7,30.51
3,Comercial,Sierra,244.4,Malo,Hormigon,Si,No,54,16,25.4,50.0,30.67
5,Residencial,Oriente,222.1,Bueno,Hormigon,No,Si,71,20,31.7,76.5,28.19
3,Residencial,Costa,181.7,Malo,Madera,No,No,88,17,23.7,112.1,29.83
4,Comercial,Oriente,247.5,Bueno,Hormigon,No,No,60,5,21.3,62.2,30.21
3,Residencial,Oriente,141.5,Regular,Hormigon,Si,Si,40,22,27.1,120.8,22.12
5,Comercial,Oriente,273.5,Regular,Madera,Si,No,45,6,27.4,69.0,36.44
2,Residencial,Sierra,271.6,Malo,Hormigon,No,No,66,5,24.6,111.3,29.34
3,Residencial,Sierra,233.4,Regular,Hormigon,No,No,62,5,25.3,125.7,27.15
3,Residencial,Oriente,220.7,Malo,Mixto,Si,Si,86,10,32.4,113.1,31.8
2,Residencial,Oriente,271.0,Regular,Madera,No,No,70,7,29.0,111.8,33.97
4,Comercial,Costa,323.1,Malo,Hormigon,Si,No,51,20,19.7,129.3,35.89
4,Residencial,Costa,296.5,Malo,Hormigon,Si,Si,60,9,21.2,83.6,34.79
3,Comercial,Sierra,165.0,Bueno,Hormigon,No,Si,91,10,32.6,85.2,27.62
2,Residencial,Sierra,258.2,Bueno,Hormigon,Si,No,41,23,28.9,105.6,32.87
7,Residencial,Costa,260.5,Bueno,Mixto,Si,Si,44,9,31.7,112.5,35.53
2,Residencial,Oriente,211.6,Bueno,Mixto,Si,No,48,12,22.6,92.7,30.36
7,Residencial,Sierra,300.7,Malo,Mixto,Si,Si,59,23,29.1,97.0,53.63
3,Comercial,Oriente,157.9,Regular,Mixto,No,No,85,7,28.7,95.8,24.15
3,Comercial,Costa,272.4,Malo,Madera,Si,No,57,8,22.4,95.6,33.09
6,Comercial,Sierra,185.2,Bueno,Hormigon,Si,No,61,22,26.3,123.6,31.91
6,Comercial,Sierra,331.5,Bueno,Mixto,No,Si,47,13,27.4,118.6,35.19
3,Residencial,Costa,232.2,Regular,Hormigon,Si,Si,73,21,25.2,97.8,26.12
6,Comercial,Sierra,279.9,Bueno,Madera,Si,No,48,18,30.4,75.5,35.73
7,Comercial,Costa,263.3,Malo,Hormigon,No,No,46,4,30.5,85.8,28.83
3,Residencial,Sierra,284.3,Malo,Hormigon,No,No,69,8,30.8,97.4,39.85
3,Residencial,Costa,148.7,Malo,Mixto,Si,No,57,8,30.1,106.2,29.13
6,Residencial,Sierra,316.2,Malo,Mixto,Si,Si,66,11,25.3,87.7,37.16
2,Residencial,Oriente,131.1,Malo,Madera,No,Si,55,23,23.7,108.1,19.46
4,Comercial,Oriente,214.7,Regular,Hormigon,Si,No,60,18,30.5,113.6,28.25
3,Comercial,Oriente,141.1,Malo,Mixto,Si,Si,44,20,25.4,101.7,23.38
3,Residencial,Sierra,233.9,Bueno,Mixto,Si,Si,94,22,21.7,83.4,30.06
5,Residencial,Sierra,339.5,Bueno,Mixto,No,Si,68,16,25.6,130.1,37.19
3,Residencial,Oriente,273.0,Bueno,Madera,Si,No,86,13,20.1,140.3,36.68
5,Comercial,Oriente,299.0,Bueno,Hormigon,No,No,76,20,28.4,114.8,36.23
4,Comercial,Costa,236.2,Regular,Mixto,No,Si,82,8,23.0,113.7,29.87
2,Residencial,Costa,116.6,Bueno,Hormigon,No,Si,61,21,21.9,140.8,21.53
4,Residencial,Costa,190.0,Regular,Madera,No,No,53,20,32.3,50.0,24.27
4,Comercial,Oriente,160.3,Bueno,Hormigon,Si,No,96,7,29.7,87.5,20.69
4,Residencial,Oriente,276.0,Regular,Mixto,No,No,58,10,29.8,122.1,35.34
4,Residencial,Oriente,222.3,Regular,Hormigon,Si,Si,74,8,27.4,151.7,24.67
3,Comercial,Costa,240.9,Regular,Hormigon,No,Si,63,11,30.6,76.4,32.5
2,Residencial,Sierra,177.2,Bueno,Madera,No,Si,81,11,29.4,124.0,25.5
3,Comercial,Oriente,236.8,Regular,Madera,Si,No,99,14,27.0,54.5,26.81
3,Residencial,Sierra,304.1,Malo,Hormigon,No,No,45,12,32.4,73.1,37.74
5,Residencial,Sierra,206.2,Malo,Hormigon,No,No,99,22,20.9,98.0,22.84
3,Comercial,Sierra,217.6,Bueno,Hormigon,Si,No,97,22,32.2,111.9,34.87
3,Comercial,Costa,100.7,Malo,Madera,No,No,42,12,24.0,81.6,16.61
6,Residencial,Sierra,318.3,Malo,Madera,No,Si,73,23,25.9,73.3,41.57
3,Comercial,Oriente,131.2,Malo,Hormigon,No,Si,84,20,19.8,125.2,15.58
5,Residencial,Costa,324.0,Bueno,Madera,Si,Si,89,19,26.1,147.2,46.77
5,Residencial,Oriente,145.5,Bueno,Mixto,No,No,41,10,27.2,66.8,22.95
1,Comercial,Oriente,202.0,Malo,Madera,Si,Si,54,6,33.0,110.5,27.1
5,Residencial,Costa,184.9,Bueno,Madera,Si,No,76,22,32.6,120.6,28.43
5,Residencial,Oriente,236.9,Regular,Madera,Si,Si,54,11,32.5,98.8,32.13
7,Comercial,Oriente,220.3,Malo,Mixto,No,Si,99,8,23.2,87.9,28.54
3,Comercial,Costa,277.7,Bueno,Mixto,No,No,71,9,32.9,105.2,33.52
6,Residencial,Oriente,240.3,Bueno,Mixto,No,Si,60,5,24.8,150.9,30.2
4,Comercial,Sierra,277.4,Malo,Hormigon,No,Si,56,22,30.8,104.5,37.71
4,Comercial,Oriente,91.2,Bueno,Hormigon,Si,Si,73,16,21.2,100.4,16.69
6,Comercial,Sierra,197.1,Malo,Mixto,Si,Si,71,9,25.6,112.7,30.01
4,Comercial,Oriente,182.3,Bueno,Hormigon,No,Si,89,9,32.5,118.8,30.22
4,Residencial,Costa,267.1,Regular,Hormigon,No,Si,86,5,32.2,135.1,35.78
6,Residencial,Costa,214.1,Malo,Hormigon,Si,Si,91,8,28.3,113.2,25.43
7,Residencial,Oriente,158.9,Regular,Mixto,No,No,62,14,30.0,116.7,19.14
2,Comercial,Costa,149.0,Malo,Madera,No,Si,74,14,20.6,57.4,22.77
1,Comercial,Oriente,122.3,Bueno,Mixto,No,No,76,17,28.8,70.4,20.24
3,Comercial,Costa,269.9,Regular,Mixto,No,Si,82,16,27.3,109.4,35.68
4,Comercial,Sierra,246.0,Bueno,Hormigon,No,No,80,11,19.4,71.7,29.83
6,Comercial,Oriente,229.2,Malo,Hormigon,No,No,76,18,19.7,58.2,37.46
4,Comercial,Sierra,299.9,Malo,Madera,Si,Si,96,15,19.6,101.9,36.57
1,Comercial,Sierra,160.9,Malo,Madera,Si,No,72,6,28.9,115.9,28.35
6,Residencial,Oriente,181.0,Malo,Madera,Si,No,64,8,20.1,61.4,23.05
3,Residencial,Sierra,283.1,Malo,Madera,Si,Si,85,9,25.0,157.1,41.69
3,Comercial,Oriente,168.7,Regular,Mixto,No,No,76,5,23.4,121.2,29.16
5,Comercial,Sierra,308.5,Malo,Madera,No,Si,79,11,26.3,50.0,38.9
6,Comercial,Oriente,360.1,Bueno,Mixto,Si,No,60,8,28.6,113.5,49.71
6,Residencial,Oriente,188.4,Regular,Hormigon,Si,No,85,20,28.3,68.7,27.31
5,Residencial,Costa,278.4,Bueno,Madera,Si,No,99,5,25.7,95.1,31.18
1,Comercial,Oriente,182.9,Malo,Hormigon,Si,No,87,14,25.0,87.5,20.96
3,Comercial,Oriente,275.7,Bueno,Hormigon,Si,Si,77,7,24.0,108.9,31.49
7,Residencial,Sierra,313.3,Regular,Mixto,No,Si,79,14,30.9,79.3,40.37
4,Residencial,Oriente,257.5,Regular,Madera,No,Si,73,12,23.0,106.7,32.23
5,Residencial,Costa,245.4,Regular,Mixto,Si,Si,58,9,21.9,112.3,28.38
6,Residencial,Sierra,353.2,Bueno,Hormigon,Si,Si,66,5,29.1,107.6,48.92
2,Comercial,Sierra,157.4,Regular,Madera,No,No,48,18,23.4,157.6,22.92
